Series Name,Series Code,Country Name,Country Code,2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Forest area (% of land area),AG.LND.FRST.ZS,New Zealand,NZL,37.3955033990354,37.396035091717,37.411606091679,37.4279366526148,37.4673198891041
Forest area (% of land area),AG.LND.FRST.ZS,Nicaragua,NIC,32.4707495429616,31.6397706498255,30.8087917566894,29.9778128635533,29.1468339704172
Forest area (% of land area),AG.LND.FRST.ZS,Niger,NER,0.901397331649167,0.891592326517723,0.881787321386279,0.871982316254835,0.862177311123392
Forest area (% of land area),AG.LND.FRST.ZS,Nigeria,NGA,24.6422807075332,24.4629795667402,24.2836830374299,24.1043842023782,23.9250853673265
Forest area (% of land area),AG.LND.FRST.ZS,North Macedonia,MKD,39.4290245836638,39.7172878667724,39.7101506740682,39.7101506740682,39.7101506740682
Forest area (% of land area),AG.LND.FRST.ZS,Northern Mariana Islands,MNP,64.1086956521739,52.9565217391304,52.9565217391304,52.9565217391304,52.9565217391304
Forest area (% of land area),AG.LND.FRST.ZS,Norway,NOR,33.2456439881958,33.271099733249,33.2945336229161,33.3172650284299,33.3399069828592
Forest area (% of land area),AG.LND.FRST.ZS,Oman,OMN,0.00969305331179321,0.00904684975767367,0.00872374798061389,0.00840064620355412,0.00807754442649435
Forest area (% of land area),AG.LND.FRST.ZS,Pakistan,PAK,5.10144250726443,5.01795350767954,4.99418845994188,4.94056143628061,4.88693441261934
Forest area (% of land area),AG.LND.FRST.ZS,Palau,PLW,89.1086956521739,89.304347826087,89.4782608695652,89.6739130434783,89.8478260869565
Forest area (% of land area),AG.LND.FRST.ZS,Panama,PAN,57.6215596330275,57.4676200755532,57.3135456017269,57.1133728767862,56.9594230250741
Forest area (% of land area),AG.LND.FRST.ZS,Papua New Guinea,PNG,79.5486925319083,79.4724197323676,79.3983791900367,79.3243386477057,79.2502981053747
Forest area (% of land area),AG.LND.FRST.ZS,Paraguay,PRY,44.0446513969293,43.6273093380317,42.6384847722124,41.9353888749056,41.2323181474956
Forest area (% of land area),AG.LND.FRST.ZS,Peru,PER,57.1832265625,57.03928125,56.902171875,56.77815625,56.643125
Forest area (% of land area),AG.LND.FRST.ZS,Philippines,PHL,23.5239963779052,23.6410101619881,23.758023946071,23.8750041922393,23.9920179763222
Forest area (% of land area),AG.LND.FRST.ZS,Poland,POL,30.7652111434077,30.8142003331265,30.8533916849015,30.8946010386387,30.939858220901
Forest area (% of land area),AG.LND.FRST.ZS,Portugal,PRT,36.154994891142,36.154994891142,36.154994891142,36.154994891142,36.154994891142
Forest area (% of land area),AG.LND.FRST.ZS,Puerto Rico,PRI,55.6798196166855,55.7350620067644,55.7903043968433,55.8455467869222,55.9007891770011
Forest area (% of land area),AG.LND.FRST.ZS,Qatar,QAT,0,0,0,0,0
Forest area (% of land area),AG.LND.FRST.ZS,Romania,ROU,29.9937413073714,30.1158292767733,30.1158292767733,30.1158292767733,30.1158292767733
Forest area (% of land area),AG.LND.FRST.ZS,Russian Federation,RUS,49.7610630114301,49.7726995451512,49.7843360788722,49.7843360788722,49.7843360788722
Forest area (% of land area),AG.LND.FRST.ZS,Rwanda,RWA,10.9444669639238,11.0255370895825,11.0660721524118,11.1066072152412,11.1471422780705
Forest area (% of land area),AG.LND.FRST.ZS,Samoa,WSM,57.9752650176678,57.8056537102473,58.6726618705036,58.5,58.3273381294964
Forest area (% of land area),AG.LND.FRST.ZS,San Marino,SMR,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667
Forest area (% of land area),AG.LND.FRST.ZS,Sao Tome and Principe,STP,57.2916666666667,56.6458333333333,56,55.3541666666667,54.7083333333333
Forest area (% of land area),AG.LND.FRST.ZS,Saudi Arabia,SAU,0.454484134921779,0.454484134921779,0.454484134921779,0.454484134921779,0.454484134921779
Forest area (% of land area),AG.LND.FRST.ZS,Senegal,SEN,42.944787825274,42.737027995637,42.5292681660001,42.3215083363632,42.1137485067262
Forest area (% of land area),AG.LND.FRST.ZS,Serbia,SRB,31.0945575120055,31.1019894809056,31.1211982620627,31.1227989938258,31.1253144294535
Forest area (% of land area),AG.LND.FRST.ZS,Seychelles,SYC,73.2608695652174,73.2608695652174,73.2608695652174,73.2608695652174,73.2608695652174
Forest area (% of land area),AG.LND.FRST.ZS,Sierra Leone,SLE,36.485591576614,36.2122471598781,35.9389027431422,35.6655583264062,35.3922139096703
Forest area (% of land area),AG.LND.FRST.ZS,Singapore,SGP,23.2318758815233,22.9696755994358,22.626404494382,22.3109243697479,21.9972067039106
Forest area (% of land area),AG.LND.FRST.ZS,Sint Maarten (Dutch part),SXM,10.8823529411765,10.8823529411765,10.8823529411765,10.8823529411765,10.8823529411765
Forest area (% of land area),AG.LND.FRST.ZS,Slovak Republic,SVK,39.9681793602596,40.0035357737105,40.05615640599,40.05615640599,40.05615640599
Forest area (% of land area),AG.LND.FRST.ZS,Slovenia,SVN,61.9582377647374,61.8592989772614,61.7699782998396,61.674380723466,61.5730716513379
Forest area (% of land area),AG.LND.FRST.ZS,Solomon Islands,SLB,90.2686673812076,90.242586638085,90.2165058949625,90.1904251518399,90.1643444087174
Forest area (% of land area),AG.LND.FRST.ZS,Somalia,SOM,10.1440207861766,10.0216788344438,9.89933688271113,9.77699493097842,9.6546529792457
Forest area (% of land area),AG.LND.FRST.ZS,South Africa,ZAF,14.2051208071948,14.1751147895045,14.1451087718141,14.1151027541238,14.0850967364334
Forest area (% of land area),AG.LND.FRST.ZS,South Sudan,SSD,11.3256215087114,11.3256215087114,11.3256215087114,11.3256215087114,11.3256215087114
Forest area (% of land area),AG.LND.FRST.ZS,Spain,ESP,37.1275324670126,37.142868581403,37.1522339173654,37.1566467814769,37.1677215644695
Forest area (% of land area),AG.LND.FRST.ZS,Sri Lanka,LKA,34.3951658507424,34.3441099962839,34.2930541418254,34.2580499159447,34.2067102490331
Forest area (% of land area),AG.LND.FRST.ZS,St. Kitts and Nevis,KNA,42.3076923076923,42.3076923076923,42.3076923076923,42.3076923076923,42.3076923076923
Forest area (% of land area),AG.LND.FRST.ZS,St. Lucia,LCA,34.0491803278688,34.0491803278688,34.0491803278688,34.0491803278688,34.0491803278688
Forest area (% of land area),AG.LND.FRST.ZS,St. Martin (French part),MAF,24.8,24.8,24.8,24.8,24.8
Forest area (% of land area),AG.LND.FRST.ZS,St. Vincent and the Grenadines,VCT,73.1794871794872,73.1794871794872,73.1794871794872,73.1794871794872,73.1794871794872
Forest area (% of land area),AG.LND.FRST.ZS,Sudan,SDN,10.2836884368308,10.1971038543897,10.1049411134904,10.012778372591,9.92061563169165
Forest area (% of land area),AG.LND.FRST.ZS,Suriname,SUR,97.7671153846154,97.694358974359,97.6475641025641,97.5691025641026,97.4905769230769
Forest area (% of land area),AG.LND.FRST.ZS,Sweden,SWE,68.6944981353789,68.6944981353789,68.6944981353789,68.6944981353789,68.6990605243879
Forest area (% of land area),AG.LND.FRST.ZS,Switzerland,CHE,31.6857178507946,31.7732664163142,31.8603337971021,31.9474011778901,32.034468558678
Forest area (% of land area),AG.LND.FRST.ZS,Syrian Arab Republic,SYR,2.84310842454937,2.84310842454937,2.84310842454937,2.84310842454937,2.84310842454937
Forest area (% of land area),AG.LND.FRST.ZS,Tajikistan,TJK,3.0391238561856,3.0391238561856,3.0391238561856,3.0391238561856,3.0463289862382
Forest area (% of land area),AG.LND.FRST.ZS,Tanzania,TZA,54.2899074283134,53.7604425378189,53.2309776473245,52.70151275683,52.1720478663355
Forest area (% of land area),AG.LND.FRST.ZS,Thailand,THA,39.2667697547417,39.1806455401358,39.1101802736401,39.0397150071444,38.9692497406487
Forest area (% of land area),AG.LND.FRST.ZS,Timor-Leste,TLS,62.4142568930733,62.320107599193,62.2461331540013,62.1318090114324,62.0376597175521
Forest area (% of land area),AG.LND.FRST.ZS,Togo,TGO,22.5054237911381,22.4510020224306,22.3965802537231,22.3421584850156,22.2877367163081
Forest area (% of land area),AG.LND.FRST.ZS,Tonga,TON,12.4305555555556,12.4305555555556,12.4305555555556,12.4305555555556,12.4305555555556
Forest area (% of land area),AG.LND.FRST.ZS,Trinidad and Tobago,TTO,44.8908382066277,44.8089668615984,44.7270955165692,44.64522417154,44.5633528265107
Forest area (% of land area),AG.LND.FRST.ZS,Tunisia,TUN,4.47399588053553,4.48384397528321,4.4936920700309,4.50354016477858,4.51338825952626
Forest area (% of land area),AG.LND.FRST.ZS,Turkiye,TUR,28.104803606928,28.104803606928,28.2635292283305,28.4660940971636,28.6687888985616
Forest area (% of land area),AG.LND.FRST.ZS,Turkmenistan,TKM,8.78215904496414,8.78215904496414,8.78215904496414,8.78215904496414,8.78215904496414
Forest area (% of land area),AG.LND.FRST.ZS,Turks and Caicos Islands,TCA,11.0736842105263,11.0736842105263,11.0736842105263,11.0736842105263,11.0736842105263
Forest area (% of land area),AG.LND.FRST.ZS,Tuvalu,TUV,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333
Forest area (% of land area),AG.LND.FRST.ZS,Uganda,UGA,12.687811689607,12.4820965489727,12.2763814083383,12.070666267704,11.8649012567325
Forest area (% of land area),AG.LND.FRST.ZS,Ukraine,UKR,16.6704068773844,16.6824906350878,16.6942862074918,16.7034863652054,16.7138419054194
Forest area (% of land area),AG.LND.FRST.ZS,United Arab Emirates,ARE,4.46775556181357,4.46775556181357,4.46775556181357,4.46775556181357,4.46775556181357
Forest area (% of land area),AG.LND.FRST.ZS,United Kingdom,GBR,13.0409622618113,13.0574959699087,13.0781631050304,13.1153639482495,13.1525647914686
Forest area (% of land area),AG.LND.FRST.ZS,United States,USA,33.8997225447175,33.8997225447175,33.8669264120375,33.8669264120375,33.8669264120375
Forest area (% of land area),AG.LND.FRST.ZS,Uruguay,URY,10.9701748371615,11.1244429208091,11.2444292080905,11.364415495372,11.4844017826534
Forest area (% of land area),AG.LND.FRST.ZS,Uzbekistan,UZB,8.05583295506128,8.1397486557828,8.19844389770035,8.25712061408984,8.31637366503615
Forest area (% of land area),AG.LND.FRST.ZS,Vanuatu,VUT,36.2838392124692,36.2838392124692,36.2838392124692,36.2838392124692,36.2838392124692
"Forest area (% of land area),AG.LND.FRST.ZS,""Venezuela, RB"",VEN,52.9255711127487,52.7671447196871,52.6366759254011,52.5341647298906,52.4596111331557"
Forest area (% of land area),AG.LND.FRST.ZS,Vietnam,VNM,44.8711640388917,45.8783548775157,45.9963369846492,46.2346815387217,46.4768416451573
Forest area (% of land area),AG.LND.FRST.ZS,Virgin Islands (U.S.),VIR,54.7428571428571,55.1714285714286,55.6,56.0285714285714,56.4571428571428
Forest area (% of land area),AG.LND.FRST.ZS,West Bank and Gaza,PSE,1.6843853820598,1.6843853820598,1.6843853820598,1.6843853820598,1.6843853820598
"Forest area (% of land area),AG.LND.FRST.ZS,""Yemen, Rep."",YEM,1.03983180862549,1.03983180862549,1.03983180862549,1.03983180862549,1.03983180862549"
Forest area (% of land area),AG.LND.FRST.ZS,Zambia,ZMB,61.5492540927373,61.2959550168821,61.0428846231453,60.789706614294,60.5365151535533
Forest area (% of land area),AG.LND.FRST.ZS,Zimbabwe,ZWE,45.6893628021197,45.5702727155228,45.4511826289259,45.3320925423291,45.2130024557322
